title_year,budget,movie_title,gross
1996,12000000,'Girl 6',4880941
2003,12000000,'In the Cut',4717455
2008,12000000,'Charlie Bartlett',3950294
2009,12000000,'Two Lovers',3149034
2013,12000000,'La grande bellezza',2883879
2002,12000000,'Last Orders',2326407
2007,12000000,'Gwoemul',2201923
1981,12000000,'The Pursuit of D.B. Cooper',2104164
1999,12000000,'Ravenous',2062406
2002,12000000,'The Dangerous Lives of Altar Boys',1779284
2013,12000000,'Stoker',1703125
2008,12000000,'Married Life',1506998
2005,12000000,'2046',1442338
2005,12000000,'Duma',870067
2012,12000000,'Darling Companion',793352
2010,12000000,'Ondine',550472
2001,12000000,'Brother',450594
2002,12000000,'Welcome to Collinwood',378650
2008,12000000,'Life Before Her Eyes',303439
1997,12000000,'Critical Care',220175
2007,12000000,'Trade',214202
2006,12000000,'Fateless',196857
2010,12000000,'San qiang pai an jing qi',190946
1999,12000000,'Breakfast of Champions',178287
2001,12000000,'Company Man',146028
2009,12000000,'Nanjing! Nanjing!',122558
2015,12000000,'Trash',17484
2011,12000000,'5 Days of War',17479
2015,12000000,'10 Days in a Madhouse',14616
2011,12000000,'Tu Xia Chuan Qi',0
2009,12000000,'Home',0
2009,12000000,'Triangle',0
2013,12000000,'Supesu Batorushippu Yamato',0
2014,12000000,'Drive Hard',0
2015,12000000,'Dancin' It's On',0
2015,12000000,'San cheng ji',0
1999,11900000,'Diamonds',81897
1998,11900000,'Madadayo',48856
1989,11500000,'Pet Sematary',57469179
2016,11500000,'Dirty Grandpa',35593113
2009,11500000,'The Cry of the Owl',0
2009,11400000,'St. Trinian's',15000
1977,11000000,'Star Wars Ep. IV: A New Hope',460998007
1984,11000000,'Gremlins',148168459
1965,11000000,'Doctor Zhivago',111721000
2010,11000000,'The Fighter',93617009
2008,11000000,'High School Musical 3: Senior Year',90559416
2006,11000000,'Jackass: Number Two',72778712
1992,11000000,'My Cousin Vinny',52929168
2014,11000000,'If I Stay',50474843
1989,11000000,'Major League',49793054
2003,11000000,'Phone Booth',46566212
2002,11000000,'A Walk to Remember',41227069
1995,11000000,'Dead Man Walking',39387284
2015,11000000,'Brooklyn',38322743
1999,11000000,'Cruel Intentions',38230075
2008,11000000,'The Secret Life of Bees',37770162
2015,11000000,'Woman in Gold',33307793
1981,11000000,'History of the World: Part I',31672000
2009,11000000,'Saw VI',27693292
2001,11000000,'Corky Romano',23978402
1992,11000000,'Raising Cain',21171695
1978,11000000,'F.I.S.T',20388920
1975,11000000,'Barry Lyndon',20000000
2013,11000000,'Quartet',18388357
2001,11000000,'Out Cold',13906394
2000,11000000,'The Ladies Man',13592872
2001,11000000,'Tomcats',13558739
2013,11000000,'Inside Llewyn Davis',13248209
2002,11000000,'Frailty',13110448
1993,11000000,'Army of Darkness',11502976
2004,11000000,'Kinsey',10214647
1993,11000000,'What's Eating Gilbert Grape',9170214
2002,11000000,'Slackers',4814244
2003,11000000,'The Gospel of John',4068087
2004,11000000,'Vera Drake',3753806
2003,11000000,'The Guru',3051221
1995,11000000,'Othello',2844379
1995,11000000,'The Perez Family',2794056
1970,11000000,'The Molly Maguires',2200000
1991,11000000,'Return to the Blue Lagoon',2000000
2007,11000000,'Romance and Cigarettes',551002
2006,11000000,'Copying Beethoven',355968
2011,11000000,'Brighton Rock',229653
2012,11000000,'Le pr\xc3\x83\xc2\xa9nom',61611
2015,11000000,'La famille B\xc3\x83\xc2\xa9lier',0
2012,11000000,'LOL',0
2016,11000000,'Misconduct',0
2008,10800000,'Saw V',56746769
2012,10800000,'Les Intouchables',13182281
2007,10800000,'Jindabyne',399879
2006,10750000,'Kabhi Alvida Naa Kehna',3275443
1982,10700000,'Poltergeist',74706019
1999,10700000,'An Ideal Husband',18542974
2004,10600000,'Darkness',22163442
2013,10600000,'The Last Days on Mars',24084
1982,10500000,'ET: The Extra-Terrestrial',435110554
1968,10500000,'2001: A Space Odyssey',56700000
2007,10500000,'In the Land of Women',11052958
1994,10500000,'There Goes My Baby',125169
2004,10400000,'The Blue Butterfly',1610194
2001,10350000,'Le Fabuleux destin d'Am\xc3\x83\xc2\xa9lie Poulain',33201661
1983,10100000,'Lovesick',10143618
2010,10100000,'Housefull',1183658
2007,10100000,'September Dawn',1066555
1997,10000000,'Good Will Hunting',138433435
2004,10000000,'The Grudge',110359362
1981,10000000,'Stripes',85300000
2006,10000000,'Saw III',80238724
2016,10000000,'The Purge: Election Year',78891640
2000,10000000,'Bring it On',68353550
1999,10000000,'She's All That',63465522
2007,10000000,'Saw IV',63300095
2006,10000000,'Madea's Family Reunion',63257940
2005,10000000,'White Noise',56094360
1986,10000000,'The Color of Money',52293000
2015,10000000,'Insidious Chapter 3',52218558
1992,10000000,'The Mighty Ducks',50752337
2009,10000000,'Precious (Based on the Novel Push by Sapphire)',47566524
2012,10000000,'The Best Exotic Marigold Hotel',46383639
1989,10000000,'Bill & Ted's Excellent Adventure',40485039
1962,10000000,'The Longest Day',39100000
1996,10000000,'Happy Gilmore',38623460
2001,10000000,'Jeepers Creepers',37904175
1968,10000000,'Oliver!',37402877
2001,10000000,'Recess: School's Out',36696761
1985,10000000,'Mad Max Beyond Thunderdome',36230219
1977,10000000,'Pete\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Dragon',36000000
2016,10000000,'The Boy',35819556
1985,10000000,'Commando',35073978
2010,10000000,'Devil',33679655
2002,10000000,'Friday After Next',33253609
2015,10000000,'The Second Best Exotic Marigold Hotel',33078266
1985,10000000,'The Last Dragon',33000000
1992,10000000,'The Lawnmower Man',32100816
2008,10000000,'Nick and Norah's Infinite Playlist',31487293
1999,10000000,'Dogma',30651422
2002,10000000,'The Banger Sisters',30306281
2000,10000000,'Snatch',30093107
1989,10000000,'Road House',30050028
1983,10000000,'Twilight Zone: The Movie',29500000
1994,10000000,'A Low Down Dirty Shame',29317886
2013,10000000,'One Direction: This is Us',28873374
2002,10000000,'Swimfan',28564995
2006,10000000,'Employee of the Month',28444855
2015,10000000,'Sinister 2',27740955
2016,10000000,'The Forest',26594261
2009,10000000,'The Fourth Kind',26218170
1983,10000000,'The Outsiders',25697647
1998,10000000,'Can't Hardly Wait',25358996
2012,10000000,'Sparkle',24397469
2013,10000000,'Mud',21590086
2010,10000000,'Skyline',21416355
1983,10000000,'The Dead Zone',20766000
2001,10000000,'Valentine',20384136
2006,10000000,'A Prairie Home Companion',20342852
2007,10000000,'Reno 911!: Miami',20342161
1998,10000000,'Jane Austen's Mafia',19843795
1994,10000000,'Sugar Hill',18272447
2008,10000000,'Kit Kittredge: An American Girl',17657973
1985,10000000,'Invasion U.S.A.',17536256
2005,10000000,'Roll Bounce',17380866
1998,10000000,'Rushmore',17105219
1990,10000000,'Tremors',16667084
2005,10000000,'The Perfect Man',16535005
1990,10000000,'Mo' Better Blues',16153000
2002,10000000,'Kung Pow: Enter the Fist',16033556
2003,10000000,'Wrong Turn',15417771
1980,10000000,'The Long Riders',15198912
1999,10000000,'The Corruptor',15164492
2009,10000000,'The Goods: Live Hard, Sell Hard'',15122676
2011,10000000,'My Week with Marilyn',14597405
2014,10000000,'Big Eyes',14482031
2002,10000000,'Hey Arnold! The Movie',13684949
2005,10000000,'The Matador',12589255
1997,10000000,'Love Jones',12554569
2000,10000000,'The Gift',12008642
2006,10000000,'End of the Spear',11748661
2001,10000000,'Get Over It',11560259
1999,10000000,'Office Space',10827813
1999,10000000,'Drop Dead Gorgeous',10571408
1999,10000000,'Le Violon rouge',10019109
1998,10000000,'Very Bad Things',9949470
2004,10000000,'Sleepover',9408183
2013,10000000,'Movie 43',8840453
1984,10000000,'Body Double',8801940
2010,10000000,'MacGruber',8525600
2003,10000000,'Dirty Pretty Things',8112414
2014,10000000,'Bad Words',7779614
2015,10000000,'While We're Young',7582065
2008,10000000,'Over Her Dead Body',7570127
2001,10000000,'Bones',7316658
2012,10000000,'Seeking a Friend for the End of the World',7078738
2006,10000000,'Turistas',7027762
2011,10000000,'Cedar Rapids',6861102
2012,10000000,'The Collection',6810754
1998,10000000,'American History X',6719864
2004,10000000,'Teacher's Pet: The Movie',6491969
1999,10000000,'The Straight Story',6197866
2002,10000000,'Deuces Wild',6044618
2008,10000000,'Run, Fatboy, Run'',6003262
1981,10000000,'Heartbeeps',6000000
2015,10000000,'Danny Collins',5637066
2007,10000000,'Rescue Dawn',5490423
2000,10000000,'Black and White',5241315
2010,10000000,'Io sono l\xc3\xa2\xe2\x82\xac\xe2\x84\xa2amore',5005465
2001,10000000,'On the Line',4365455
2012,10000000,'Jeff, Who Lives at Home'',4269426
1996,10000000,'Crash',3357324
2012,10000000,'Atlas Shrugged: Part II',3336053
1994,10000000,'Romeo Is Bleeding',3275585
1999,10000000,'The Limey',3193102
2014,10000000,'Rosewater',3128941
2000,10000000,'The House of Mirth',3041803
1987,10000000,'Malone',3000000
2006,10000000,'Peaceful Warrior',2893666
2011,10000000,'Bucky Larson: Born to Be a Star',2529395
2000,10000000,'Bamboozled',2185266
1981,10000000,'Sphinx',2000000
2013,10000000,'The Iceman',1930282
2011,10000000,'A Better Life',1759252
2003,10000000,'Spider',1641788
2000,10000000,'Gun Shy',1638202
2002,10000000,'Nicholas Nickleby',1562800
2010,10000000,'The Joneses',1475746
2006,10000000,'Krrish',1430721
2012,10000000,'Killer Joe',1291645
2000,10000000,'Cecil B. Demented',1276984
2003,10000000,'Owning Mahowny',1011054
2007,10000000,'The Ten Commandments',952820
2007,10000000,'The Brothers Solomon',900926
2008,10000000,'My Blueberry Nights',866778
1999,10000000,'Illuminata',836641
2011,10000000,'Coriolanus',749641
2002,10000000,'Swept Away',598645
2008,10000000,'War, Inc.'',580862
2004,10000000,'Shaolin Soccer',488872
2004,10000000,'The Brown Bunny',366301
1998,10000000,'The Swindle',245359
1998,10000000,'La femme de chambre du Titanic',244465
2004,10000000,'Imaginary Heroes',228524
2001,10000000,'High Heels and Low Lifes',226792
2009,10000000,'World's Greatest Dad',221805
2013,10000000,'Cinco de Mayo, La Batalla'',173472
2010,10000000,'Welcome to the Rileys',152857
2009,10000000,'Free Style',141108
2007,10000000,'Severance',137221
2006,10000000,'Edmond',131719
2010,10000000,'Joheunnom nabbeunnom isanghannom',128486
1994,10000000,'Police Academy 7: Mission to Moscow',126247
2010,10000000,'Blood Done Sign My Name',109383
2010,10000000,'The Good Guy',100688
2009,10000000,'Motherhood',93388
2004,10000000,'Eulogy',70527
2014,10000000,'Elsa & Fred',67657
1998,10000000,'An Alan Smithee Film: Burn Hollywood Burn',45779
2009,10000000,'The Open Road',19716
2015,10000000,'Strangerland',17472
2015,10000000,'Hross i oss',11894
2009,10000000,'Janky Promoters',9069
2007,10000000,'Blonde Ambition',6422
2010,10000000,'The Oxford Murders',4803
2014,10000000,'Barbecue',388
2010,10000000,'The Reef',0
2008,10000000,'White Noise 2: The Light',0
2010,10000000,'It's a Wonderful Afterlife',0
2011,10000000,'You Got Served: Beat The World',0
2009,10000000,'Fifty Dead Men Walking',0
2014,10000000,'Plastic',0
2015,10000000,'Jungle Shuffle',0
2009,10000000,'Adam Resurrected',0
2009,10000000,'The Devil's Tom',0
2009,10000000,'Good Intentions',0
2007,10000000,'Partition',0
2012,10000000,'Detention',0
2014,10000000,'Nurse 3D',0
2015,10000000,'Into the Grizzly Maze',0
2015,10000000,'American Heist',0
2016,10000000,'Kicks',0
2010,9900000,'Gunless',458054
2009,9800000,'Adventureland',16044025
2012,9700000,'Amour',6738954
2006,9600000,'The Lost City',2484186
2000,9500000,'Next Friday',57176582
1967,9500000,'You Only Live Twice',43100000
1988,9500000,'Poltergeist III',14114000
2010,9500000,'The Runaways',3573673
2009,9500000,'Gentlemen Broncos',113682
2013,9500000,'Re-Kill',0
1963,9400000,'It's a Mad Mad Mad Mad World',46300000
2006,9400000,'Volver',12899867
2011,9400000,'Melancholia',3030848
1981,9300000,'Heavy Metal',19571091
2012,9200000,'Jab Tak Hai Jaan',3047539
1995,9200000,'Richard III',2684904
2010,9200000,'Kites',1685269
2011,9100000,'Red Dog',0
2010,9100000,'Mine Vaganti',0
1979,9000000,'Alien',80930630
2003,9000000,'The Texas Chainsaw Massacre',80571655
1971,9000000,'Fiddler on the Roof',80500000
2014,9000000,'The Purge: Anarchy',71562550
1965,9000000,'Thunderball',63600000
2008,9000000,'The Strangers',52597610
1996,9000000,'Set It Off',36049108
1999,9000000,'The Best Man',34102780
1988,9000000,'Child's Play',33244684
2007,9000000,'Sicko',24538513
2014,9000000,'Black or White',21571189
2000,9000000,'Down to You',20035310
2004,9000000,'Harold & Kumar Go to White Castle',18225165
2000,9000000,'The Contender',17804273
2000,9000000,'Boiler Room',16963963
2006,9000000,'Black Christmas',16235738
1984,9000000,'The Ice Pirates',13075390
2004,9000000,'Breakin' All the Rules',12232382
2011,9000000,'Glee: The 3D Concert Movie',11862398
1989,9000000,'Henry V',10161099
2007,9000000,'The Savages',6623082
2003,9000000,'Chasing Papi',6126237
2000,9000000,'The Way of the Gun',6047856
2008,9000000,'Hamlet 2',4886216
2002,9000000,'Igby Goes Down',4777465
1994,9000000,'PCU',4333569
2007,9000000,'The Ultimate Gift',3438735
2000,9000000,'Beautiful',3134509
2007,9000000,'Gracie',2956339
2006,9000000,'Trust the Man',1530535
2005,9000000,'Undiscovered',1069318
1998,9000000,'Velvet Goldmine',1053788
2010,9000000,'Princess Kaiulani',883887
2003,9000000,'The Legend of Suriyothai',454255
1991,9000000,'Due occhi diabolici',349618
2010,9000000,'La fille du RER',208163
2002,9000000,'All or Nothing',184255
2010,9000000,'The Red Riding Trilogy: 1974',148826
2009,9000000,'Flammen og Citronen',148089
2010,9000000,'Leaves of Grass',70066
2006,9000000,'Opal Dreams',14443
2015,9000000,'Skin Trade',1242
2014,9000000,'Beneath Hill 60',0
2015,9000000,'Veronika Decides to Die',0
1968,9000000,'Barbarella',0
2013,9000000,'A Haunting in Connecticut 2: The Ghosts of Georgia',0
2015,9000000,'Greater',0
2012,8900000,'Polisse',176988
2015,8900000,'Heist',50136
2011,8900000,'Ultramarines',0
1986,8800000,'Crocodile Dundee',174803506
2004,8800000,'The I Inside',0
2007,8600000,'Awake',14373825
2009,8500000,'Crazy Heart',39471742
2008,8500000,'Star Wars: The Clone Wars',35161554
2015,8500000,'The DUFF',34030343
2014,8500000,'Nightcrawler',32381218
1987,8500000,'The Lost Boys',32222567
1979,8500000,'The Rose',29200000
2013,8500000,'Baggage Claim',21569509
1991,8500000,'Haakon Haakonsen',15024232
1999,8500000,'Election',14943582
2007,8500000,'The Namesake',13610521
2013,8500000,'All is Lost',6263670
2004,8500000,'Club Dread',5001655
2009,8500000,'Bright Star',4444637
2001,8500000,'Glitter',4273372
2004,8500000,'Silmido',298347
2008,8500000,'Repo! The Genetic Opera',140244
2010,8470000,'My Name is Khan',4046336
2007,8400000,'Namastey London',1207007
2013,8300000,'Yeh Jawaani Hai Deewani',3827466
1999,8300000,'Limbo',2160710
2007,8300000,'The Wind That Shakes the Barley',1829142
2010,8300000,'The City of Your Final Destination',493296
2006,8300000,'Kurtlar vadisi - Irak',0
1951,8250000,'Quo Vadis?',30000000
1965,8200000,'The Sound of Music',163214286
1984,8200000,'Footloose',80000000
1994,8000000,'Pulp Fiction',107928762
1984,8000000,'The Karate Kid',90815558
1979,8000000,'The Muppet Movie',76657000
1984,8000000,'Splash',62599495
2006,8000000,'Little Miss Sunshine',59891098
2010,8000000,'Easy A',58401464
1986,8000000,'Stand by Me',52287414
2003,8000000,'28 Days Later...',45064915
1979,8000000,'Escape from Alcatraz',43000000
2004,8000000,'You Got Served',40066497
2011,8000000,'50/50',35016118
1996,8000000,'A Thin Line Between Love & Hate',34873513
2002,8000000,'Brown Sugar',27362712
2014,8000000,'That Awkward Moment',26068955
2008,8000000,'Shutter',25928550
1992,8000000,'Howards End',25919211
1981,8000000,'Modern Problems',24474312
1969,8000000,'On Her Majesty's Secret Service',22800000
1993,8000000,'Much Ado About Nothing',22549338
1992,8000000,'The Player',21706101
1982,8000000,'Creepshow',20036244
2006,8000000,'Akeelah and the Bee',18848430
1994,8000000,'Wes Craven's New Nightmare',18090181
1999,8000000,'Drive Me Crazy',17843379
2013,8000000,'Enough Said',17550872
1998,8000000,'Half Baked',17394881
2009,8000000,'New in Town',16734283
2014,8000000,'Begin Again',16170632
2000,8000000,'American Psycho',15070285
2006,8000000,'See No Evil',15032800
2002,8000000,'The Good Girl',14018296
2006,8000000,'Bon Cop, Bad Cop'',12671300
2009,8000000,'The Boondock Saints 2: All Saints Day',10273187
2011,8000000,'Prom',10130219
1994,8000000,'The Inkwell',8864699
2000,8000000,'Shadow of the Vampire',8279017
2010,8000000,'It's Kind of a Funny Story',6363628
